Chain,YP-DPC,YP-UART,TBD,YM-DPC,YM-UART,TBD
1,5,4,,2,4
2,2,2,,5,2
3,4,2,,3,2
4,3,4,,4,4
5,3,2,,4,2
6,4,4,,3,4
7,2,4,,5,4
8,5,2,,2,2
